,"short title, long title",primary_wg,score,share,ipcc_share,representation,Agricultural Sciences,Engineering and Technology,Humanities,Medical and Health Sciences,Natural Sciences,Social Sciences,top_words,topic_id
37,"change, climate / land use change",2,278.671307153953,0.00756437286509328,0.0195067218039853,2.578762595641133,0.07662474318794892,0.11714154390926287,0.0053693223167949194,0.012034143631857707,0.7241786106840368,0.06394429168898326,"['change', 'climatic', 'shift', 'response', 'cause', 'pattern', 'affect', 'abrupt', 'regime', 'driver']",170486
38,"GHGs, Greenhouse gases",3,274.98963387792,0.00746443595478921,0.006261621988622229,0.8388607024760859,0.13643007387792364,0.4047415596363304,0.0028177264919777368,0.005535117082063691,0.33246760144548876,0.11544709475375052,"['ghg', 'greenhouse-gas', 'mitigation', 'emission', 'life', 'ghgs', 'ethanol', 'cycle', 'lca', 'net']",170522
39,"plants, plants",2,266.555788789053,0.00723550406513693,0.00342655683385353,0.47357541409779896,0.14304869777159668,0.2653234238202802,0.0014212752617898568,0.005406823396341156,0.5610808756929117,0.022295319673625885,"['plant', 'seed', 'grow', 'herbivore', 'flower', 'vascular', 'grass', 'interaction', 'efficiency', 'insect']",170426
40,"systems, systems",2,266.34073002092003,0.00722966641817327,0.005726613371637979,0.7920992533269511,0.09145036388537012,0.4061273583383598,0.003957875854602262,0.008346518137191668,0.4200743137919647,0.06798846427283568,"['system', 'performance', 'hybrid', 'conventional', 'operation', 'control', 'integrate', 'component', 'earth', 'efficiency']",170451
41,"ecosystems, ecosystems",2,263.53999662532397,0.00715364211586395,0.00748581822655079,1.0464345441534186,0.1260449044814361,0.07379033187517053,0.002214670390292202,0.004623801357521239,0.7567056430042989,0.03618138510620968,"['ecosystem', 'net', 'productivity', 'grassland', 'npp', 'respiration', 'ecological', 'gpp', 'nee', 'primary']",170519
42,"prices, (CO2) prices and markets",3,263.391555847517,0.00714961277605432,0.00623294425019772,0.8717876681480246,0.06515357948764396,0.33815203481804545,0.004643876361844291,0.005136653594557761,0.2572322479057513,0.32712972230348075,"['price', 'market', 'tax', 'trading', 'trade', 'scheme', 'ets', 'allowance', 'firm', 'cap']",170529
43,"concentrations, parts per thousand / ppm",1,262.017940800322,0.0071123267831180404,0.00869199441332515,1.2221027911648603,0.10701947672744266,0.21984658015076972,0.0036310884759747242,0.011653453958460437,0.5701109517047614,0.08639594737597915,"['per', 'thousand', 'part', 'caput', 'unit', 'value', 'estimate', 'cent', 'gdp', 'average']",170532
44,"years, years, periods & annual variation",1,261.505607062439,0.007098419777533959,0.012002105078576998,1.6908136535631335,0.12959192578652526,0.1572118919578898,0.004179473748210816,0.013828092002607175,0.645251471511358,0.04892612953452557,"['year', 'period', 'annual', 'average', 'last', 'time', 'past', 'mean', 'variation', 'old']",170459
45,"gas, natural gas",1,254.021672965732,0.00689527267716168,0.00308571135046295,0.4475111420442229,0.04437635032845811,0.5321695290541499,0.0016595233404820393,0.004132368494617676,0.3796417212536717,0.03585817145876819,"['gas', 'natural', 'hydrate', 'flue', 'turbine', 'mixture', 'pressure', 'sf6', 'shale', 'separation']",170445
46,"data, data",1,253.33941075456502,0.00687675306059355,0.0076447862112097205,1.1116854340775002,0.0725780547615238,0.22929887011548247,0.0035299303751971387,0.011620217231593549,0.6285146111244907,0.05357335333224675,"['data', 'use', 'satellite', 'set', 'information', 'estimate', 'observation', 'measurement', 'resolution', 'base']",170487
47,"glacial, glacial periods",1,253.102125024266,0.00687031207548504,0.00883292414057996,1.285665635495366,0.028237474766184857,0.08166615698565875,0.003382119941276637,0.004111072303306277,0.8595550583018075,0.022426555288953733,"['glacial', 'last', 'interglacial', 'lgm', 'maximum', 'cycle', 'dust', 'kyr', 'glaciation', 'mi']",170546
48,"holocene, holocene records",1,252.991967614668,0.00686732191575686,0.00284255853645739,0.4139253367364688,0.03856326668609631,0.051027302963421506,0.009776082006247726,0.015241631788851982,0.8617933849834487,0.023250653935846854,"['cal', 'pollen', 'holocene', 'peat', 'dry', 'condition', 'charcoal', 'core', 'taxon', 'bog']",170539
49,"resources, resource management",2,252.220078542556,0.00684636942943318,0.005418877289481021,0.7914964778536142,0.16164502726393495,0.20197118285382726,0.0056502005508445785,0.008557419231392149,0.5035143135145917,0.11643820325492793,"['management', 'resource', 'practice', 'strategy', 'decision', 'conservation', 'sustainable', 'planning', 'manage', 'manager']",170429
50,"trends, trends",1,247.874967226707,0.00672842387390004,0.0126509415559504,1.8802236293441856,0.059655892256898324,0.14261171951026524,0.002290203640543105,0.008753677033264491,0.7374310935609374,0.04802640745984216,"['trend', 'station', 'significant', 'annual', 'decade', 'period', 'show', 'kendall', 'mann', 'test']",170508
51,"sites, sites",2,247.491375737887,0.0067180115028563706,0.00394353282043024,0.5870089413740249,0.14671723191142452,0.1387457171461265,0.008880457220913174,0.007526827147173604,0.6651447559318551,0.03264795092215515,"['site', 'elevation', 'across', 'high', 'sample', 'gradient', 'two', 'difference', 'three', 'stand']",170496
52,"vegetation, vegetation",2,246.660329898009,0.00669545323998739,0.00604156209696424,0.9023380315588044,0.0854372750844289,0.12308177510553309,0.002182959607856663,0.0034207725966848303,0.7587110094082932,0.026546647373663232,"['vegetation', 'ndvi', 'cover', 'type', 'grassland', 'dynamic', 'shrub', 'steppe', 'normalized', 'alpine']",170471
53,"region, regional analysis",2,245.521270417419,0.0066645341234314,0.0114114221402338,1.7122610416402742,0.08061310077017442,0.12288484762786435,0.004176902333885641,0.012716040618411686,0.713774682603542,0.06487535454748632,"['region', 'regional', 'south', 'southern', 'africa', 'central', 'northern', 'eastern', 'asia', 'western']",170490
54,"sea level, sea level rise",1,242.55899301598302,0.00658412480169983,0.0132015267322082,2.005054146118243,0.043181832910878695,0.1150533929633026,0.004344891192469606,0.007081544442956056,0.7728603631421679,0.05658253772720719,"['sea', 'level', 'rise', 'coastal', 'coast', 'tide', 'baltic', 'salinity', 'storm', 'tidal']",170438
55,"rate, rates of change",2,240.61419817640498,0.0065313344607676295,0.00685187502840239,1.0490773469893755,0.12636375440228598,0.1879515732998241,0.001563784900481272,0.011326558669541147,0.6322048141231376,0.03969906813796193,"['rate', 'high', 'accumulation', 'low', 'erosion', 'respiration', 'time', 'constant', 'estimate', 'measure']",170492
56,"populations, dynamics of human, animal and plant populations",2,240.466789558783,0.00652733313835447,0.00459389481776345,0.7037935279830935,0.09069956469655832,0.07419014271366116,0.004633708810383001,0.029858052546153143,0.7355952363774246,0.06437027285961547,"['population', 'size', 'survival', 'density', 'demographic', 'decline', 'dynamic', 'individual', 'migration', 'breeding']",170435
57,"oceans, oceans",1,237.608436899656,0.0064497447941708206,0.0163369786524802,2.5329651286738213,0.01927520868849045,0.07352914928715795,0.00119013117815275,0.0020594775749177307,0.8861224251065858,0.017362208352921092,"['ocean', 'circulation', 'deep', 'atmosphere', 'southern', 'indian', 'oceanic', 'atlantic', 'marine', 'sea']",170419
58,"nitrogen, nitrogen fertilizer and the nitrogen cycle",2,237.543284670415,0.0064479762742611,0.00369034216235551,0.5723256422463189,0.2246514124860036,0.15388947232718772,0.0008497256178194023,0.007062339824850865,0.5959494681221217,0.016681013354229602,"['nitrogen', 'nutrient', 'treatment', 'fertilizer', 'deposition', 'nitrate', 'phosphorus', 'fertilization', 'wastewater', 'control']",170512
59,"trees, tree growth",2,236.67464297753503,0.0064243974935168,0.0036076598844245796,0.5615561440688035,0.2945322350132105,0.05655261368273918,0.0021148488072363597,0.004866366667432067,0.6203087635292635,0.0211338409442435,"['tree', 'ring', 'stand', 'pine', 'chronology', 'width', 'mortality', 'wood', 'density', 'spruce']",170440
60,"streams, stream and river flow changes",2,235.799489750211,0.00640064196090321,0.004140404064447271,0.6468732495487074,0.04649891817398484,0.3059071931647032,0.0012768973659236635,0.0034524547890018675,0.6053285170298899,0.036600189982088964,"['flow', 'stream', 'low', 'regime', 'streamflow', 'catchment', 'watershed', 'debris', 'hydrological', 'fluid']",170514
61,"socioeconomic, the economy & social and economic development",2,235.411428639165,0.00639010826452673,0.006236042799572621,0.9758900070896498,0.06326618856795763,0.3116172521382328,0.008484365389833493,0.011698632413644838,0.3733907224896558,0.22816479260461664,"['economic', 'development', 'economy', 'social', 'socio', 'environmental', 'resource', 'gdp', 'causality', 'relationship']",170461
62,"sediment, sediment flux & erosion",2,235.03835056791303,0.0063799812741754105,0.00203054648782005,0.3182684087238941,0.02907807919787007,0.07801627136243375,0.003474210803669396,0.0014126861735075976,0.8727382153405662,0.01497435636992402,"['sediment', 'erosion', 'core', 'sedimentation', 'load', 'deposit', 'sedimentary', 'deposition', 'shelf', 'diatom']",170498
63,"waves, wave conditions, storms & coastal erosion",1,234.549766398751,0.00636671893701817,0.007889477501839659,1.2391747743044974,0.029625842537298337,0.174998025455064,0.003056988907486039,0.015003838225980903,0.741921371983343,0.03473473476182982,"['wave', 'coastal', 'storm', 'height', 'coast', 'surge', 'beach', 'erosion', 'rossby', 'shoreline']",170545
64,"lakes, changing levels and algae concentrations of lakes",2,233.391811934055,0.00633528692695148,0.00268900752745052,0.4244492093974443,0.032660709544270985,0.08019427681125642,0.002704783984104916,0.0025534645667326253,0.865136518010999,0.01655142335940491,"['lake', 'level', 'diatom', 'phytoplankton', 'aquatic', 'shallow', 'catchment', 'basin', 'nutrient', 'evaporation']",170421
65,"precipitation, precipitation",1,233.083924324459,0.00632692949430687,0.009825763880726179,1.5530066977303367,0.06412258923052214,0.10373782140362887,0.0012316885516443098,0.005592451331622626,0.8058845004178733,0.018904658687010863,"['precipitation', 'annual', 'moisture', 'wet', 'mean', 'daily', 'downscaling', 'station', 'monthly', 'amount']",170448
66,"humans, human activity, human behaviour & impacts on humans",2,231.589445954886,0.0062863627357779,0.007444942294326471,1.1843004623253264,0.06590355333847231,0.15510230875804676,0.01703102782375918,0.027815087059044535,0.6216092717768635,0.11120519142350199,"['human', 'activity', 'natural', 'anthropogenic', 'environment', 'impact', 'cause', 'enzyme', 'influence', 'resource']",170464
67,"stress, stresses and responses",2,229.937775581467,0.006241529090425721,0.00784421699424825,1.2567780876453811,0.12202436485745165,0.11588343505002163,0.0032951795924418214,0.01948029973253509,0.6951354931281608,0.043507566650242205,"['stress', 'response', 'gene', 'tolerance', 'thermal', 'expression', 'protein', 'physiological', 'condition', 'mechanism']",170436
68,"degree, degrees of warming",1,227.352092167803,0.00617134219658366,0.00759140145722363,1.2301054155490014,0.09309899566525041,0.1618001019041287,0.0016471968773810928,0.01570424242545596,0.6988832242208395,0.02823999951623726,"['degree', 'day', 'latitude', 'similar', 'warm', 'thermal', 'high', 'respectively', 'range', 'low']",170491
69,"scenarios, scenarios & projections",2,225.85498198341,0.00613070399895027,0.0142245908386633,2.320221436412345,0.0836450904303277,0.23415202808846952,0.0032777069059046022,0.008461974497347218,0.5882102150828221,0.0805071333592805,"['scenario', 'future', 'impact', 'projection', 'century', 'use', 'different', 'baseline', 'ipcc', 'climate-change']",170488
70,"community, microbial, plant, animal and human communities",2,225.35230754494802,0.00611705918951111,0.0042447687007623,0.6939231041021776,0.09649075417156637,0.08686431302199037,0.0062438964807969115,0.016123764260157505,0.7007355402338192,0.09199395957746598,"['community', 'microbial', 'composition', 'abundance', 'bacterial', 'diversity', 'fungal', 'functional', 'local', 'bacteria']",170497
71,"air pollution, air pollution",1,224.378003924295,0.006090612276315421,0.0061581254531467,1.0110847930829252,0.07270447165825612,0.2953692579662377,0.003490579926030998,0.019946131204079138,0.5481975026763568,0.05845179437968921,"['air', 'pollution', 'quality', 'pollutant', 'indoor', 'ventilation', 'control', 'pm2', 'humidity', 'combustion']",170420
72,"distribution, shifts in spatial distribution (of species)",2,222.71014343175202,0.00604533915946172,0.007940577773861179,1.3135041003337542,0.08238826905344135,0.14312163431130026,0.002747205337744658,0.016145215052403322,0.712122482815261,0.04283018167970658,"['distribution', 'range', 'niche', 'climatic', 'shift', 'spatial', 'variable', 'predict', 'current', 'potential']",170443
73,"ice, ice sheets, ice cover",1,219.207562683271,0.0059502636131408704,0.0109941410128292,1.8476729314225964,0.011309892665504057,0.07768583594802465,0.002617682999070768,0.0015925124125977354,0.890020459346428,0.016274528046247225,"['ice', 'sheet', 'sea', 'antarctic', 'greenland', 'core', 'melt', 'shelf', 'antarctica', 'polar']",170424
74,"fuel, fossil and bio fuels for transportation",3,217.08646670852102,0.00589268767897125,0.00269508383076404,0.4573607117142428,0.05079622725949929,0.5784842369445592,0.002204311376288532,0.005194539945872877,0.2817480510672546,0.07805863312520539,"['fuel', 'fossil', 'engine', 'combustion', 'diesel', 'biodiesel', 'ethanol', 'cell', 'consumption', 'blend']",170469
75,"costs, economic costs & benefits",3,215.74757007893,0.0058563440975761,0.00565903123715966,0.9663078437453656,0.05629667770312803,0.49013905134234514,0.0034185039737489003,0.00729574662032846,0.2931482703285552,0.14735892981064955,"['cost', 'benefit', 'abatement', 'option', 'investment', 'low', 'capital', 'effective', 'mitigation', 'reduce']",170478
76,"growth, growth",2,213.19911323493199,0.005787167697624921,0.004288035083384861,0.7409557329995274,0.19169969345004978,0.1377027140722799,0.002847533379408869,0.006920890460032274,0.5703876863315901,0.08928312122125033,"['growth', 'radial', 'grow', 'relationship', 'productivity', 'seedling', 'increment', 'causality', 'response', 'shoot']",170501
77,"heat, heat as a resource / impacts of heat",1,212.48842020286202,0.00576787634272332,0.004420145262091371,0.7663384232686904,0.05296405342655681,0.44553353612176444,0.0034932420219042407,0.027132119939389045,0.4393790240384721,0.029699717173144385,"['heat', 'heating', 'pump', 'thermal', 'mortality', 'exchanger', 'transfer', 'hot', 'cool', 'latent']",170454
78,"flux, flux measurement",1,211.939167284981,0.00575296718716466,0.0055942438098861395,0.9724101716358396,0.13548044767742193,0.09778691676410545,0.0004967378939322179,0.002009105292062108,0.7522711068729132,0.011612309952670994,"['flux', 'measurement', 'net', 'estimate', 'eddy', 'chamber', 'exchange', 'measure', 'covariance', 'annual']",170425
79,"power, power generation",3,210.986790008072,0.0057271154519991105,0.0013547157138504699,0.23654416000599265,0.01724057344980084,0.6599797030938026,0.0028943874460742565,0.003567333099062419,0.23757524761859727,0.07599007537839132,"['power', 'generation', 'nuclear', 'electric', 'efficiency', 'grid', 'turbine', 'load', 'thermal', 'fired']",170453
80,"agriculture, agriculture",2,210.643130196529,0.005717787003441529,0.00514600205417349,0.8999989071079626,0.41040599335072087,0.10101020733828427,0.0019356124704950572,0.004708266597743912,0.4286441586872264,0.052351625274825,"['crop', 'agricultural', 'irrigation', 'residue', 'tillage', 'agriculture', 'rotation', 'maize', 'farmer', 'practice']",170422
81,"extreme weather, extreme weather and climate events",2,210.39868850568902,0.0057111517738867796,0.00894225266022753,1.5657529364066949,0.05809077044820468,0.11076131129344545,0.004591149681933951,0.01913570588687914,0.7478262303356136,0.05896932845393598,"['extreme', 'event', 'weather', 'frequency', 'storm', 'day', 'intensity', 'daily', 'occurrence', 'cold']",170489
82,"biomass, biomass & bioenergy",2,208.81707418022899,0.00566821975979197,0.0033899268016062104,0.5980584637266471,0.215237459857843,0.2524103337996152,0.0008074926642999643,0.00257097085616185,0.5045974007783574,0.02298781768168938,"['biomass', 'aboveground', 'bioenergy', 'estimate', 'total', 'ground', 'stock', 'wood', 'stand', 'gasification']",170457
83,"uncertainty, uncertainty & estimation",1,207.308022596674,0.00562725741972457,0.0122751464776143,2.181372836186178,0.06983748209430796,0.2006473235636609,0.004018306020734581,0.007809575535829316,0.6324794236412395,0.08428633407308293,"['uncertainty', 'estimate', 'parameter', 'projection', 'decision', 'ensemble', 'source', 'sensitivity', 'assessment', 'future']",170510
