,doctopic__topic__title,tscore,x1,x2,y1,y2,proportion
59,"{risk, vulnerability, disaster}",0.0654455712744813,0.0,10.0,-30.0,-20.0,0.004900942245694655
60,"{wave, coastal, storm}",0.0640719935234634,0.0,10.0,-30.0,-20.0,0.004798080812955741
61,"{sediment, erosion, core}",0.0622382344882572,0.0,10.0,-30.0,-20.0,0.0046607583486689835
62,"{rice, paddy, field}",0.058506598878156,0.0,10.0,-30.0,-20.0,0.00438131192852268
63,"{water, resource, irrigation}",0.0583355147153979,0.0,10.0,-30.0,-20.0,0.004368500158612171
64,"{policy, sector, tax}",0.0579085590128983,0.0,10.0,-30.0,-20.0,0.004336527250458546
65,"{litter, decomposition, quality}",0.0571789183187491,0.0,10.0,-30.0,-20.0,0.004281887542492117
66,"{adaptation, vulnerability, strategy}",0.0568094496045923,0.0,10.0,-30.0,-20.0,0.004254219591943114
67,"{root, fine, shoot}",0.05602273869114,0.0,10.0,-30.0,-20.0,0.00419530613644409
68,"{forest, tropical, stand}",0.0544397581910125,0.0,10.0,-30.0,-20.0,0.004076763416805385
69,"{scenario, future, project}",0.0527394707671674,0.0,10.0,-30.0,-20.0,0.0039494360774137436
70,"{growth, economic, response}",0.0509915752707656,0.0,10.0,-30.0,-20.0,0.0038185435706702773
71,"{plant, seed, stress}",0.050971752755743,0.0,10.0,-30.0,-20.0,0.003817059146294444
72,"{tree, ring, stand}",0.0486942552902309,0.0,10.0,-30.0,-20.0,0.0036465069862960634
73,"{heat, stress, thermal}",0.0478330309308449,0.0,10.0,-30.0,-20.0,0.0035820135337409024
74,"{coal, combustion, gasification}",0.0466629504516998,0.0,10.0,-30.0,-20.0,0.0034943911516693306
75,"{rainfall, monsoon, rain}",0.0454172386342378,0.0,10.0,-30.0,-20.0,0.003401105058305499
76,"{vegetation, ndvi, cover}",0.0417440113712495,0.0,10.0,-30.0,-20.0,0.003126032592428252
77,"{arctic, tundra, warm}",0.0409277180704611,0.0,10.0,-30.0,-20.0,0.0030649038369631536
78,"{health, disease, human}",0.0408103154747961,0.0,10.0,-30.0,-20.0,0.003056112052742406
79,"{ch4, oxidation, emission}",0.0390194185453025,0.0,10.0,-30.0,-20.0,0.0029219993504079945
80,"{soc, stock, soil}",0.0380279805599179,0.0,10.0,-30.0,-20.0,0.0028477547497125703
81,"{soil, moisture, content}",0.0369344540971096,0.0,10.0,-30.0,-20.0,0.002765865174390734
82,"{snow, cover, depth}",0.0365890492941207,0.0,10.0,-30.0,-20.0,0.002739999268449835
83,"{wind, speed, turbine}",0.0353716335619349,0.0,10.0,-30.0,-20.0,0.0026488321493269994
84,"{ice, sheet, antarctic}",0.0347010574348222,0.0,10.0,-30.0,-20.0,0.0025986155371663777
85,"{crop, agricultural, irrigation}",0.0316956174226914,0.0,10.0,-30.0,-20.0,0.0023735508362933908
86,"{groundwater, recharge, aquifer}",0.0312425086110576,0.0,10.0,-30.0,-20.0,0.002339619432325366
87,"{cal, pollen, holocene}",0.0310609286908709,0.0,10.0,-30.0,-20.0,0.0023260216794983558
88,"{runoff, catchment, basin}",0.0298987201346104,0.0,10.0,-30.0,-20.0,0.002238988792463174
89,"{flood, flooding, damage}",0.029863354814509,0.0,10.0,-30.0,-20.0,0.0022363404331022245
90,"{coral, reef, bleaching}",0.0279677443156958,0.0,10.0,-30.0,-20.0,0.002094386174103519
91,"{biomass, aboveground, bioenergy}",0.02792709395113,0.0,10.0,-30.0,-20.0,0.0020913420400983647
92,"{city, mortality, local}",0.0277689901238302,0.0,10.0,-30.0,-20.0,0.00207950231265264
93,"{drought, stress, index}",0.0264380973086955,0.0,10.0,-30.0,-20.0,0.001979837374366305
94,"{n2o, denitrification, nitrous-oxide}",0.0259410748371755,0.0,10.0,-30.0,-20.0,0.001942617461997968
95,"{fire, burn, wildfire}",0.0256405352149686,0.0,10.0,-30.0,-20.0,0.0019201113198359355
96,"{glacier, mass, balance}",0.0246443376449894,0.0,10.0,-30.0,-20.0,0.0018455102939652494
97,"{wetland, marsh, habitat}",0.0226254528242728,0.0,10.0,-30.0,-20.0,0.0016943245419829799
98,"{urban, urbanization, rural}",0.0217261361214687,0.0,10.0,-30.0,-20.0,0.0016269785148156682
99,"{lake, level, diatom}",0.0166083470648736,0.0,10.0,-30.0,-20.0,0.0012437289212438455
0,"{population, genetic, diversity}",180.165355439251,0.0,10.0,-20.0,-10.0,0.10578104873391705
1,"{specie, distribution, habitat}",166.585712660512,0.0,10.0,-20.0,-10.0,0.09780799058927654
2,"{drought, stress, index}",74.7420270721326,0.0,10.0,-20.0,-10.0,0.043883520163536034
3,"{area, region, distribution}",54.099141284481,0.0,10.0,-20.0,-10.0,0.03176339805577296
4,"{model, simulation, simulate}",53.5522756718665,0.0,10.0,-20.0,-10.0,0.03144231513792873
5,"{plant, seed, stress}",50.1398537820683,0.0,10.0,-20.0,-10.0,0.02943876919900296
6,"{scale, spatial, variability}",40.1472980591513,0.0,10.0,-20.0,-10.0,0.023571808698604885
7,"{growth, economic, response}",39.67983525949,0.0,10.0,-20.0,-10.0,0.02329734580271845
8,"{change, response, shift}",37.7688392599365,0.0,10.0,-20.0,-10.0,0.0221753367435059
9,"{data, method, use}",32.5759817167123,0.0,10.0,-20.0,-10.0,0.019126438049809454
10,"{climate, future, global}",31.6475272693866,0.0,10.0,-20.0,-10.0,0.018581311685751646
11,"{site, elevation, high}",30.1350192236632,0.0,10.0,-20.0,-10.0,0.017693268105424924
12,"{rate, high, accumulation}",29.4988764253903,0.0,10.0,-20.0,-10.0,0.01731976759428739
13,"{community, microbial, diversity}",29.372124579016,0.0,10.0,-20.0,-10.0,0.01724534738621939
14,"{temperature, warm, mean}",29.1587631598778,0.0,10.0,-20.0,-10.0,0.01712007582876169
15,"{ecosystem, net, productivity}",28.4963618441154,0.0,10.0,-20.0,-10.0,0.016731158072108412
16,"{environmental, impact, economic}",28.080918585367,0.0,10.0,-20.0,-10.0,0.016487237572006166
17,"{management, conservation, resource}",27.1003611227238,0.0,10.0,-20.0,-10.0,0.015911519801575874
18,"{winter, summer, season}",26.6076373265951,0.0,10.0,-20.0,-10.0,0.015622225337811862
19,"{year, period, annual}",26.4032576216625,0.0,10.0,-20.0,-10.0,0.015502227242312372
20,"{degree, day, latitude}",24.216944705986,0.0,10.0,-20.0,-10.0,0.01421857050088769
21,"{record, glacial, last}",23.5843683144165,0.0,10.0,-20.0,-10.0,0.01384716394527439
22,"{research, issue, social}",23.2439408321537,0.0,10.0,-20.0,-10.0,0.013647287692685148
23,"{adaptation, vulnerability, strategy}",20.9261479274986,0.0,10.0,-20.0,-10.0,0.01228643469403459
24,"{scenario, future, project}",20.2142442694547,0.0,10.0,-20.0,-10.0,0.011868452472303911
25,"{increase, concentration, effect}",20.0394816721967,0.0,10.0,-20.0,-10.0,0.011765843561881909
26,"{sea, level, rise}",19.9413793814643,0.0,10.0,-20.0,-10.0,0.011708244457039736
27,"{extreme, event, weather}",17.9683325749281,0.0,10.0,-20.0,-10.0,0.010549803313415542
28,"{forest, tropical, stand}",17.5032408795448,0.0,10.0,-20.0,-10.0,0.010276732571401161
29,"{tree, ring, stand}",17.0279097601918,0.0,10.0,-20.0,-10.0,0.009997649924360393
30,"{risk, vulnerability, disaster}",16.3350213942837,0.0,10.0,-20.0,-10.0,0.009590832210585211
31,"{process, solvent, membrane}",16.0815646697411,0.0,10.0,-20.0,-10.0,0.00944201937103893
32,"{trend, station, significant}",15.6015512573165,0.0,10.0,-20.0,-10.0,0.009160187594619843
33,"{water, resource, irrigation}",15.2193854912962,0.0,10.0,-20.0,-10.0,0.008935805412921992
34,"{leaf, photosynthetic, photosynthesis}",14.6799577030758,0.0,10.0,-20.0,-10.0,0.008619089488181337
35,"{precipitation, annual, moisture}",14.2951510312218,0.0,10.0,-20.0,-10.0,0.008393156743180039
36,"{cycle, life, lca}",14.0420989744015,0.0,10.0,-20.0,-10.0,0.008244581497459437
37,"{vegetation, ndvi, cover}",13.1714865136355,0.0,10.0,-20.0,-10.0,0.0077334160799122425
38,"{health, disease, human}",12.7689999070144,0.0,10.0,-20.0,-10.0,0.007497102859504608
39,"{river, flow, discharge}",12.0946887107405,0.0,10.0,-20.0,-10.0,0.007101192417450023
40,"{reaction, reactor, catalyst}",12.0163388168366,0.0,10.0,-20.0,-10.0,0.00705519059914739
41,"{production, food, farm}",11.8205820616014,0.0,10.0,-20.0,-10.0,0.006940255323078122
42,"{china, chinese, province}",11.4755255969312,0.0,10.0,-20.0,-10.0,0.006737661241567602
43,"{adsorption, capacity, material}",11.0145921205327,0.0,10.0,-20.0,-10.0,0.006467031927673544
44,"{biomass, aboveground, bioenergy}",11.0101793375121,0.0,10.0,-20.0,-10.0,0.006464441036574552
45,"{land, cover, surface}",10.7543719053249,0.0,10.0,-20.0,-10.0,0.006314248018695393
46,"{ocean, pacific, sst}",10.0257386880758,0.0,10.0,-20.0,-10.0,0.005886443318535008
47,"{yield, wheat, grain}",10.0127836476299,0.0,10.0,-20.0,-10.0,0.005878836985111935
48,"{rainfall, monsoon, rain}",9.94159146536187,0.0,10.0,-20.0,-10.0,0.005837037696432888
49,"{soil, moisture, content}",9.8739198044046,0.0,10.0,-20.0,-10.0,0.005797305422443953
50,"{wetland, marsh, habitat}",9.86199532241563,0.0,10.0,-20.0,-10.0,0.005790304164031498
51,"{system, performance, design}",9.8504157350733,0.0,10.0,-20.0,-10.0,0.005783505404691827
52,"{arctic, tundra, warm}",8.70578289239658,0.0,10.0,-20.0,-10.0,0.005111453543120392
53,"{co2, mol, concentration}",8.36274625849046,0.0,10.0,-20.0,-10.0,0.004910045371164838
54,"{heat, stress, thermal}",8.24828519027312,0.0,10.0,-20.0,-10.0,0.004842841486124257
55,"{root, fine, shoot}",7.82283412606069,0.0,10.0,-20.0,-10.0,0.004593045071893405
56,"{crop, agricultural, irrigation}",7.45343580517144,0.0,10.0,-20.0,-10.0,0.004376159080194582
57,"{coral, reef, bleaching}",7.39950768728641,0.0,10.0,-20.0,-10.0,0.004344496095642325
58,"{runoff, catchment, basin}",6.50462311576663,0.0,10.0,-20.0,-10.0,0.003819079717780029
59,"{cal, pollen, holocene}",6.05647140601528,0.0,10.0,-20.0,-10.0,0.0035559550025215493
60,"{snow, cover, depth}",5.92237037370505,0.0,10.0,-20.0,-10.0,0.0034772198439252
61,"{power, electricity, generation}",5.52287728024262,0.0,10.0,-20.0,-10.0,0.00324266421426275
62,"{carbon, sink, stock}",5.43363498341586,0.0,10.0,-20.0,-10.0,0.003190267105358307
63,"{storage, reservoir, injection}",5.42802280387268,0.0,10.0,-20.0,-10.0,0.0031869720088270495
64,"{permafrost, thaw, layer}",5.39304008950189,0.0,10.0,-20.0,-10.0,0.0031664324983052892
65,"{litter, decomposition, quality}",5.37577653075768,0.0,10.0,-20.0,-10.0,0.0031562964910557822
66,"{cost, price, benefit}",5.36942518645585,0.0,10.0,-20.0,-10.0,0.0031525674064075177
67,"{policy, sector, tax}",5.3350799084035,0.0,10.0,-20.0,-10.0,0.0031324021558654363
68,"{lake, level, diatom}",4.97828360795457,0.0,10.0,-20.0,-10.0,0.002922915227849491
69,"{technology, cc, development}",4.72603338620096,0.0,10.0,-20.0,-10.0,0.0027748107660599034
70,"{delta, thousand, value}",4.72082268052887,0.0,10.0,-20.0,-10.0,0.002771751388138473
71,"{fire, burn, wildfire}",4.69257406482683,0.0,10.0,-20.0,-10.0,0.002755165690033763
72,"{air, pollution, quality}",4.58095229682976,0.0,10.0,-20.0,-10.0,0.0026896288522134347
73,"{emission, ghg, reduction}",4.34400682029522,0.0,10.0,-20.0,-10.0,0.00255051031336076
74,"{aerosol, forcing, radiative}",4.26615119758934,0.0,10.0,-20.0,-10.0,0.0025047986980528047
75,"{wave, coastal, storm}",4.17169203526724,0.0,10.0,-20.0,-10.0,0.002449338594590637
76,"{building, construction, design}",3.95131768334793,0.0,10.0,-20.0,-10.0,0.002319949511971242
77,"{city, mortality, local}",3.88422420108398,0.0,10.0,-20.0,-10.0,0.0022805567058471797
78,"{energy, demand, sector}",3.83460680866784,0.0,10.0,-20.0,-10.0,0.002251424691024323
79,"{sediment, erosion, core}",3.79297995272762,0.0,10.0,-20.0,-10.0,0.0022269841848786397
80,"{ice, sheet, antarctic}",3.70613805958642,0.0,10.0,-20.0,-10.0,0.0021759964324990634
81,"{urban, urbanization, rural}",3.53607719839429,0.0,10.0,-20.0,-10.0,0.0020761480670814275
82,"{waste, biochar, landfill}",3.52411387713772,0.0,10.0,-20.0,-10.0,0.0020691240048482896
83,"{gas, natural, hydrate}",3.45196927492107,0.0,10.0,-20.0,-10.0,0.0020267655188654404
84,"{groundwater, recharge, aquifer}",3.32210898273534,0.0,10.0,-20.0,-10.0,0.00195052023928431
85,"{solar, radiation, irradiance}",3.29051642998593,0.0,10.0,-20.0,-10.0,0.0019319712049604442
86,"{glacier, mass, balance}",3.19789793672715,0.0,10.0,-20.0,-10.0,0.0018775918192834211
87,"{vehicle, electric, transport}",3.18742188929561,0.0,10.0,-20.0,-10.0,0.0018714409847836763
88,"{rice, paddy, field}",3.08400243961882,0.0,10.0,-20.0,-10.0,0.0018107199997772988
89,"{wind, speed, turbine}",2.98601328915123,0.0,10.0,-20.0,-10.0,0.0017531873233327293
90,"{fuel, fossil, engine}",2.87243372932714,0.0,10.0,-20.0,-10.0,0.0016865010010726207
91,"{flood, flooding, damage}",2.80032085569062,0.0,10.0,-20.0,-10.0,0.001644161143990277
92,"{soc, stock, soil}",2.70812736795862,0.0,10.0,-20.0,-10.0,0.0015900312931376986
93,"{cloud, feedback, radiative}",2.64521607403789,0.0,10.0,-20.0,-10.0,0.0015530939883383504
94,"{flux, measurement, surface}",2.58093664843863,0.0,10.0,-20.0,-10.0,0.001515353408106785
95,"{ozone, stratospheric, tropospheric}",2.28619677280581,0.0,10.0,-20.0,-10.0,0.0013423018629185831
0,"{production, food, farm}",144.588524610514,0.0,10.0,-10.0,0.0,0.04880416364813354
1,"{china, chinese, province}",107.155635334462,0.0,10.0,-10.0,0.0,0.03616913013512084
2,"{cal, pollen, holocene}",106.496254185389,0.0,10.0,-10.0,0.0,0.03594656374824789
3,"{model, simulation, simulate}",76.5475505904383,0.0,10.0,-10.0,0.0,0.025837729487474648
4,"{wind, speed, turbine}",74.5350293390286,0.0,10.0,-10.0,0.0,0.025158426501544578
5,"{area, region, distribution}",72.4754883277057,0.0,10.0,-10.0,0.0,0.02446325254616046
6,"{data, method, use}",71.1311755746827,0.0,10.0,-10.0,0.0,0.02400949551551408
7,"{winter, summer, season}",63.5590912000242,0.0,10.0,-10.0,0.0,0.021453627088377256
8,"{scale, spatial, variability}",63.2000839280023,0.0,10.0,-10.0,0.0,0.021332448386942794
9,"{environmental, impact, economic}",61.9547845328837,0.0,10.0,-10.0,0.0,0.020912112156014337
10,"{research, issue, social}",61.8649336473467,0.0,10.0,-10.0,0.0,0.020881784041570334
11,"{change, response, shift}",57.4176748652855,0.0,10.0,-10.0,0.0,0.019380663907936083
12,"{emission, ghg, reduction}",53.2075462579275,0.0,10.0,-10.0,0.0,0.017959584288466425
13,"{management, conservation, resource}",52.005938467842,0.0,10.0,-10.0,0.0,0.01755399564727809
14,"{year, period, annual}",49.7974671523182,0.0,10.0,-10.0,0.0,0.016808552011378406
15,"{temperature, warm, mean}",48.4872734410818,0.0,10.0,-10.0,0.0,0.016366311463823315
16,"{record, glacial, last}",47.9314209228332,0.0,10.0,-10.0,0.0,0.01617868995417787
17,"{energy, demand, sector}",46.7061577392251,0.0,10.0,-10.0,0.0,0.01576511671186197
18,"{system, performance, design}",44.0397417383142,0.0,10.0,-10.0,0.0,0.01486509920899996
19,"{climate, future, global}",42.3397625297294,0.0,10.0,-10.0,0.0,0.01429129113040114
20,"{growth, economic, response}",41.5760952015578,0.0,10.0,-10.0,0.0,0.014033524164750052
21,"{carbon, sink, stock}",41.5662651338425,0.0,10.0,-10.0,0.0,0.014030206140482622
22,"{ecosystem, net, productivity}",41.4228937494593,0.0,10.0,-10.0,0.0,0.013981812808268011
23,"{biomass, aboveground, bioenergy}",41.2856128041754,0.0,10.0,-10.0,0.0,0.013935475232464857
24,"{increase, concentration, effect}",40.6885144833873,0.0,10.0,-10.0,0.0,0.013733931685075695
25,"{process, solvent, membrane}",39.7826948851203,0.0,10.0,-10.0,0.0,0.013428182884964524
26,"{sea, level, rise}",39.3283329228001,0.0,10.0,-10.0,0.0,0.013274818324227111
27,"{cycle, life, lca}",37.5715920325304,0.0,10.0,-10.0,0.0,0.012681851004538064
28,"{ocean, pacific, sst}",35.1953364850843,0.0,10.0,-10.0,0.0,0.011879773765561163
29,"{reaction, reactor, catalyst}",34.8989133173417,0.0,10.0,-10.0,0.0,0.011779719595795081
30,"{rate, high, accumulation}",34.6086385180295,0.0,10.0,-10.0,0.0,0.011681740735807933
31,"{degree, day, latitude}",33.2756837766397,0.0,10.0,-10.0,0.0,0.011231817469009395
32,"{wave, coastal, storm}",32.7020373613754,0.0,10.0,-10.0,0.0,0.01103818983775623
33,"{policy, sector, tax}",32.4531368280471,0.0,10.0,-10.0,0.0,0.010954176376844415
34,"{lake, level, diatom}",31.4454834533976,0.0,10.0,-10.0,0.0,0.010614054777779339
35,"{land, cover, surface}",31.2236058186035,0.0,10.0,-10.0,0.0,0.0105391625798852
36,"{co2, mol, concentration}",30.4262042212431,0.0,10.0,-10.0,0.0,0.010270009006628321
37,"{site, elevation, high}",29.9723939497371,0.0,10.0,-10.0,0.0,0.010116830662666077
38,"{specie, distribution, habitat}",29.940329504472,0.0,10.0,-10.0,0.0,0.010106007684575527
39,"{vegetation, ndvi, cover}",29.8611037354303,0.0,10.0,-10.0,0.0,0.010079265953806257
40,"{scenario, future, project}",29.5754250575753,0.0,10.0,-10.0,0.0,0.009982838460805861
41,"{cost, price, benefit}",27.3413633087842,0.0,10.0,-10.0,0.0,0.009228757073768126
42,"{trend, station, significant}",26.9006874286237,0.0,10.0,-10.0,0.0,0.009080012089827855
43,"{sediment, erosion, core}",26.0384639838036,0.0,10.0,-10.0,0.0,0.008788978660891423
44,"{power, electricity, generation}",25.9224252652797,0.0,10.0,-10.0,0.0,0.008749811150028335
45,"{population, genetic, diversity}",25.8057477527583,0.0,10.0,-10.0,0.0,0.008710428021730355
46,"{water, resource, irrigation}",25.2917248757182,0.0,10.0,-10.0,0.0,0.008536925617735804
47,"{yield, wheat, grain}",24.3774448923882,0.0,10.0,-10.0,0.0,0.00822832111370032
48,"{technology, cc, development}",24.0817712746486,0.0,10.0,-10.0,0.0,0.00812851994576206
49,"{extreme, event, weather}",23.9565959989456,0.0,10.0,-10.0,0.0,0.008086268496993452
50,"{crop, agricultural, irrigation}",23.9467472592089,0.0,10.0,-10.0,0.0,0.008082944170203811
51,"{forest, tropical, stand}",23.6679072090492,0.0,10.0,-10.0,0.0,0.007988824975915703
52,"{plant, seed, stress}",23.3739493205794,0.0,10.0,-10.0,0.0,0.007889602932304804
53,"{precipitation, annual, moisture}",21.761380237368,0.0,10.0,-10.0,0.0,0.007345299118133047
54,"{community, microbial, diversity}",21.561240637509,0.0,10.0,-10.0,0.0,0.0072777443394235865
55,"{fuel, fossil, engine}",20.8443281861615,0.0,10.0,-10.0,0.0,0.0070357589350410615
56,"{air, pollution, quality}",19.7571193002574,0.0,10.0,-10.0,0.0,0.006668784304583353
57,"{storage, reservoir, injection}",19.2858564539119,0.0,10.0,-10.0,0.0,0.00650971504831778
58,"{health, disease, human}",19.1542290469766,0.0,10.0,-10.0,0.0,0.0064652857581928925
59,"{permafrost, thaw, layer}",16.3911398548432,0.0,10.0,-10.0,0.0,0.005532637351477899
60,"{gas, natural, hydrate}",16.1040917852264,0.0,10.0,-10.0,0.0,0.005435747636321069
61,"{tree, ring, stand}",15.5375444996566,0.0,10.0,-10.0,0.0,0.005244516233180076
62,"{river, flow, discharge}",15.53593837621,0.0,10.0,-10.0,0.0,0.0052439741050150784
63,"{adaptation, vulnerability, strategy}",15.3772462420884,0.0,10.0,-10.0,0.0,0.005190409433100728
64,"{waste, biochar, landfill}",15.2321568926939,0.0,10.0,-10.0,0.0,0.005141436221910388
65,"{soil, moisture, content}",15.1755726815859,0.0,10.0,-10.0,0.0,0.005122336883935577
66,"{rainfall, monsoon, rain}",14.6370222467044,0.0,10.0,-10.0,0.0,0.004940555489958902
67,"{adsorption, capacity, material}",14.5646180004202,0.0,10.0,-10.0,0.0,0.004916116284330429
68,"{delta, thousand, value}",14.2038986557358,0.0,10.0,-10.0,0.0,0.004794359692813588
69,"{risk, vulnerability, disaster}",13.8480635747721,0.0,10.0,-10.0,0.0,0.004674251727330991
70,"{aerosol, forcing, radiative}",13.7974539957065,0.0,10.0,-10.0,0.0,0.004657169056451444
71,"{arctic, tundra, warm}",13.7452549273765,0.0,10.0,-10.0,0.0,0.004639549872080348
72,"{vehicle, electric, transport}",13.2286833547004,0.0,10.0,-10.0,0.0,0.004465187185713848
73,"{flux, measurement, surface}",13.1684585762877,0.0,10.0,-10.0,0.0,0.004444859016868889
74,"{heat, stress, thermal}",12.6272108079861,0.0,10.0,-10.0,0.0,0.004262167169576482
75,"{runoff, catchment, basin}",12.6241518353538,0.0,10.0,-10.0,0.0,0.004261134649178725
76,"{solar, radiation, irradiance}",12.5322237004118,0.0,10.0,-10.0,0.0,0.00423010538351838
77,"{litter, decomposition, quality}",12.0363956572002,0.0,10.0,-10.0,0.0,0.00406274443265857
78,"{building, construction, design}",11.5139578282566,0.0,10.0,-10.0,0.0,0.003886401660170766
79,"{leaf, photosynthetic, photosynthesis}",11.1300881417121,0.0,10.0,-10.0,0.0,0.0037568309418019225
80,"{wetland, marsh, habitat}",10.7822898578572,0.0,10.0,-10.0,0.0,0.0036394357030890417
81,"{ice, sheet, antarctic}",10.4008458670117,0.0,10.0,-10.0,0.0,0.0035106837499034897
82,"{city, mortality, local}",9.73208655081561,0.0,10.0,-10.0,0.0,0.003284951872517181
83,"{ozone, stratospheric, tropospheric}",9.6714705729962,0.0,10.0,-10.0,0.0,0.003264491658892627
84,"{fire, burn, wildfire}",9.5201640342799,0.0,10.0,-10.0,0.0,0.003213419908237209
85,"{coal, combustion, gasification}",9.39248274739081,0.0,10.0,-10.0,0.0,0.0031703225847329736
86,"{cloud, feedback, radiative}",9.14539981510216,0.0,10.0,-10.0,0.0,0.0030869226337717263
87,"{drought, stress, index}",9.01780538156614,0.0,10.0,-10.0,0.0,0.0030438546265999455
88,"{root, fine, shoot}",8.94371967283723,0.0,10.0,-10.0,0.0,0.0030188478630097265
89,"{methane, oxidation, source}",8.87204855783666,0.0,10.0,-10.0,0.0,0.002994656117262584
90,"{urban, urbanization, rural}",8.05621209007778,0.0,10.0,-10.0,0.0,0.0027192800693371026
91,"{snow, cover, depth}",7.74475805163409,0.0,10.0,-10.0,0.0,0.0026141524051464366
92,"{groundwater, recharge, aquifer}",7.6037075685148,0.0,10.0,-10.0,0.0,0.002566542465980479
93,"{soc, stock, soil}",7.19480916856545,0.0,10.0,-10.0,0.0,0.0024285235984365682
94,"{rice, paddy, field}",7.14055489268802,0.0,10.0,-10.0,0.0,0.002410210702820089
95,"{coral, reef, bleaching}",6.64431234835692,0.0,10.0,-10.0,0.0,0.0022427098419603468
96,"{flood, flooding, damage}",6.06414084720075,0.0,10.0,-10.0,0.0,0.00204687974435971
97,"{n2o, denitrification, nitrous-oxide}",5.66581595650206,0.0,10.0,-10.0,0.0,0.0019124298410693199
98,"{glacier, mass, balance}",5.59265523644925,0.0,10.0,-10.0,0.0,0.0018877352965770043
99,"{ch4, oxidation, emission}",5.11956849309775,0.0,10.0,-10.0,0.0,0.0017280504052311373
0,"{sea, level, rise}",107.948998970516,0.0,10.0,0.0,10.0,0.034736393815465824
1,"{emission, ghg, reduction}",103.268608294599,0.0,10.0,0.0,10.0,0.033230313210000535
2,"{research, issue, social}",100.790978087034,0.0,10.0,0.0,10.0,0.03243304839569152
3,"{model, simulation, simulate}",88.3160664691152,0.0,10.0,0.0,10.0,0.028418806050641954
4,"{snow, cover, depth}",80.9412515921326,0.0,10.0,0.0,10.0,0.026045699525096565
5,"{gas, natural, hydrate}",79.498520234292,0.0,10.0,0.0,10.0,0.02558144987856153
6,"{system, performance, design}",78.6164213973529,0.0,10.0,0.0,10.0,0.025297603498546
7,"{water, resource, irrigation}",78.2274545353861,0.0,10.0,0.0,10.0,0.025172439706132005
8,"{cost, price, benefit}",70.7412499605704,0.0,10.0,0.0,10.0,0.02276348962068503
9,"{process, solvent, membrane}",70.292996839805,0.0,10.0,0.0,10.0,0.022619248385653556
10,"{data, method, use}",67.9028598696118,0.0,10.0,0.0,10.0,0.02185013760314216
11,"{cycle, life, lca}",60.5900730816024,0.0,10.0,0.0,10.0,0.01949699080067658
12,"{scenario, future, project}",60.3891525201756,0.0,10.0,0.0,10.0,0.01943233753094823
13,"{policy, sector, tax}",59.8680717775534,0.0,10.0,0.0,10.0,0.01926466144262875
14,"{climate, future, global}",58.196796332748,0.0,10.0,0.0,10.0,0.01872686968375626
15,"{environmental, impact, economic}",56.01602925093,0.0,10.0,0.0,10.0,0.018025131039616317
16,"{air, pollution, quality}",55.7166847218375,0.0,10.0,0.0,10.0,0.01792880639049287
17,"{area, region, distribution}",52.6687608847501,0.0,10.0,0.0,10.0,0.016948029507573084
18,"{heat, stress, thermal}",51.1215265641551,0.0,10.0,0.0,10.0,0.01645015235079026
19,"{sediment, erosion, core}",51.1099229487853,0.0,10.0,0.0,10.0,0.01644641847871166
20,"{change, response, shift}",51.0911297598243,0.0,10.0,0.0,10.0,0.016440371108017878
21,"{scale, spatial, variability}",46.6106751389174,0.0,10.0,0.0,10.0,0.014998626972653972
22,"{management, conservation, resource}",46.4736823359145,0.0,10.0,0.0,10.0,0.01495454471158277
23,"{river, flow, discharge}",42.2307604114262,0.0,10.0,0.0,10.0,0.013589235090346222
24,"{energy, demand, sector}",40.613493823269,0.0,10.0,0.0,10.0,0.013068822584009158
25,"{lake, level, diatom}",40.2185150854681,0.0,10.0,0.0,10.0,0.012941724258727465
26,"{year, period, annual}",39.4161396247705,0.0,10.0,0.0,10.0,0.012683531683933233
27,"{increase, concentration, effect}",39.3631534306027,0.0,10.0,0.0,10.0,0.012666481509082624
28,"{production, food, farm}",38.941342339921,0.0,10.0,0.0,10.0,0.012530748928869882
29,"{record, glacial, last}",38.382115062155,0.0,10.0,0.0,10.0,0.01235079784884054
30,"{runoff, catchment, basin}",36.1497496728191,0.0,10.0,0.0,10.0,0.011632455631279383
31,"{cloud, feedback, radiative}",35.615344104316,0.0,10.0,0.0,10.0,0.011460491810755473
32,"{carbon, sink, stock}",35.3760894345561,0.0,10.0,0.0,10.0,0.011383503191034794
33,"{co2, mol, concentration}",34.6527480676574,0.0,10.0,0.0,10.0,0.011150742620550269
34,"{rate, high, accumulation}",33.9157872805975,0.0,10.0,0.0,10.0,0.010913599521772111
35,"{temperature, warm, mean}",33.7595169287722,0.0,10.0,0.0,10.0,0.010863314030156133
36,"{winter, summer, season}",31.9206137250115,0.0,10.0,0.0,10.0,0.010271582133764948
37,"{technology, cc, development}",31.6522438539838,0.0,10.0,0.0,10.0,0.01018522467221248
38,"{degree, day, latitude}",28.1148779127285,0.0,10.0,0.0,10.0,0.009046952547628712
39,"{methane, oxidation, source}",28.0896669318369,0.0,10.0,0.0,10.0,0.009038840026261432
40,"{storage, reservoir, injection}",25.6170240987665,0.0,10.0,0.0,10.0,0.008243180075417592
41,"{land, cover, surface}",25.5407976672124,0.0,10.0,0.0,10.0,0.00821865153535828
42,"{power, electricity, generation}",25.4873052021493,0.0,10.0,0.0,10.0,0.008201438450009528
43,"{trend, station, significant}",24.3850719006314,0.0,10.0,0.0,10.0,0.007846756049957774
